"bc_index","sample","species","gene_count","tscp_count","mread_count","bc1_well","bc2_well","bc3_well","bc1_wind","bc2_wind","bc3_wind","condition","Order","seurat_clusters","ClusterLabel"
"28_87_37__s7","sample28","hg38",2431,6564,11591,"C4","H3","D1",28,87,37,"SAG_250nM",5249,"1","MAF_NKX2-1"
"28_87_47__s7","sample28","hg38",6916,28616,50096,"C4","H3","D11",28,87,47,"SAG_250nM",5250,"0","c0"
"28_88_47__s7","sample28","hg38",4710,13630,23822,"C4","H4","D11",28,88,47,"SAG_250nM",5251,NA,"filtered"
"28_88_57__s7","sample28","hg38",2310,6298,10956,"C4","H4","E9",28,88,57,"SAG_250nM",5252,"1","MAF_NKX2-1"
"28_89_09__s7","sample28","hg38",3189,9164,16410,"C4","H5","A9",28,89,9,"SAG_250nM",5253,"4","SST_NKX2-1"
"28_89_23__s7","sample28","hg38",2364,5488,9749,"C4","H5","B11",28,89,23,"SAG_250nM",5254,"1","MAF_NKX2-1"
"28_89_94__s7","sample28","hg38",3400,7929,14196,"C4","H5","H10",28,89,94,"SAG_250nM",5255,"8","LHX8_NKX2-1"
"28_90_21__s7","sample28","hg38",7556,30039,55812,"C4","H6","B9",28,90,21,"SAG_250nM",5256,NA,"filtered"
"28_91_09__s7","sample28","hg38",1753,2248,4023,"C4","H7","A9",28,91,9,"SAG_250nM",5257,NA,"filtered"
"28_91_46__s7","sample28","hg38",6062,19574,35404,"C4","H7","D10",28,91,46,"SAG_250nM",5258,NA,"filtered"
"28_93_09__s7","sample28","hg38",7641,35251,63553,"C4","H9","A9",28,93,9,"SAG_250nM",5259,"5","LHX8_NKX2-1"
"28_93_56__s7","sample28","hg38",2295,4907,8812,"C4","H9","E8",28,93,56,"SAG_250nM",5260,"6","MAF_NKX2-1"
"28_93_58__s7","sample28","hg38",6396,25204,45073,"C4","H9","E10",28,93,58,"SAG_250nM",5261,"0","c0"
"28_94_10__s7","sample28","hg38",3178,8090,14399,"C4","H10","A10",28,94,10,"SAG_250nM",5262,"18","c18"
"28_94_95__s7","sample28","hg38",5459,17589,32080,"C4","H10","H11",28,94,95,"SAG_250nM",5263,"8","LHX8_NKX2-1"
"28_95_08__s7","sample28","hg38",8391,45312,81912,"C4","H11","A8",28,95,8,"SAG_250nM",5264,"8","LHX8_NKX2-1"
"28_95_29__s7","sample28","hg38",1990,4740,8502,"C4","H11","C5",28,95,29,"SAG_250nM",5265,"1","MAF_NKX2-1"
"29_01_70__s7","sample29","hg38",2252,4436,7728,"C5","A1","F10",29,1,70,"SAG_50nM",5266,"13","c13"
"29_02_46__s7","sample29","hg38",3656,8449,15181,"C5","A2","D10",29,2,46,"SAG_50nM",5267,"10","c10"
"29_03_44__s7","sample29","hg38",2130,5089,8876,"C5","A3","D8",29,3,44,"SAG_50nM",5268,"9","MEIS2"
"29_04_34__s7","sample29","hg38",2168,4667,8230,"C5","A4","C10",29,4,34,"SAG_50nM",5269,"9","MEIS2"
"29_04_88__s7","sample29","hg38",2280,4195,7456,"C5","A4","H4",29,4,88,"SAG_50nM",5270,"15","FOXP2_MEIS2"
"29_05_14__s7","sample29","hg38",1843,3684,6469,"C5","A5","B2",29,5,14,"SAG_50nM",5271,"9","MEIS2"
"29_05_56__s7","sample29","hg38",3317,8515,15062,"C5","A5","E8",29,5,56,"SAG_50nM",5272,"11","PAX6_MEIS2"
"29_05_92__s7","sample29","hg38",2865,5929,10378,"C5","A5","H8",29,5,92,"SAG_50nM",5273,"7","SIX3_MEIS2"
"29_07_09__s7","sample29","hg38",5793,24333,43339,"C5","A7","A9",29,7,9,"SAG_50nM",5274,"11","PAX6_MEIS2"
"29_07_23__s7","sample29","hg38",4709,14852,26164,"C5","A7","B11",29,7,23,"SAG_50nM",5275,"12","FOXP1_MEIS2"
"29_07_46__s7","sample29","hg38",3212,9323,16603,"C5","A7","D10",29,7,46,"SAG_50nM",5276,"7","SIX3_MEIS2"
"29_07_85__s7","sample29","hg38",3737,11097,19410,"C5","A7","H1",29,7,85,"SAG_50nM",5277,"12","FOXP1_MEIS2"
"29_08_70__s7","sample29","hg38",2950,7477,13372,"C5","A8","F10",29,8,70,"SAG_50nM",5278,"7","SIX3_MEIS2"
"29_08_75__s7","sample29","hg38",4393,15269,26812,"C5","A8","G3",29,8,75,"SAG_50nM",5279,"7","SIX3_MEIS2"
"29_08_78__s7","sample29","hg38",4929,12620,22118,"C5","A8","G6",29,8,78,"SAG_50nM",5280,NA,"filtered"
"29_09_26__s7","sample29","hg38",12465,136245,242295,"C5","A9","C2",29,9,26,"SAG_50nM",5281,"10","c10"
"29_12_05__s7","sample29","hg38",3898,9040,15897,"C5","A12","A5",29,12,5,"SAG_50nM",5282,"12","FOXP1_MEIS2"
"29_12_20__s7","sample29","hg38",3298,6815,11685,"C5","A12","B8",29,12,20,"SAG_50nM",5283,"13","c13"
"29_12_38__s7","sample29","hg38",2494,5513,9543,"C5","A12","D2",29,12,38,"SAG_50nM",5284,"11","PAX6_MEIS2"
"29_12_85__s7","sample29","hg38",1730,3527,6193,"C5","A12","H1",29,12,85,"SAG_50nM",5285,NA,"filtered"
"29_13_75__s7","sample29","hg38",4325,14060,24694,"C5","B1","G3",29,13,75,"SAG_50nM",5286,"12","FOXP1_MEIS2"
"29_13_76__s7","sample29","hg38",2814,7166,12455,"C5","B1","G4",29,13,76,"SAG_50nM",5287,"9","MEIS2"
"29_14_19__s7","sample29","hg38",7326,29620,52247,"C5","B2","B7",29,14,19,"SAG_50nM",5288,"12","FOXP1_MEIS2"
"29_16_59__s7","sample29","hg38",4396,12423,21689,"C5","B4","E11",29,16,59,"SAG_50nM",5289,"10","c10"
"29_16_76__s7","sample29","hg38",5110,17550,30814,"C5","B4","G4",29,16,76,"SAG_50nM",5290,"21","ZIC1_ZIC2"
"29_16_79__s7","sample29","hg38",2623,5181,9149,"C5","B4","G7",29,16,79,"SAG_50nM",5291,"7","SIX3_MEIS2"
"29_16_90__s7","sample29","hg38",3498,10211,18267,"C5","B4","H6",29,16,90,"SAG_50nM",5292,NA,"filtered"
"29_17_01__s7","sample29","hg38",3942,9895,17444,"C5","B5","A1",29,17,1,"SAG_50nM",5293,"7","SIX3_MEIS2"
"29_17_34__s7","sample29","hg38",4102,13355,23549,"C5","B5","C10",29,17,34,"SAG_50nM",5294,"11","PAX6_MEIS2"
"29_17_57__s7","sample29","hg38",2628,5698,10189,"C5","B5","E9",29,17,57,"SAG_50nM",5295,"13","c13"
"29_17_89__s7","sample29","hg38",2543,4411,7757,"C5","B5","H5",29,17,89,"SAG_50nM",5296,NA,"filtered"
"29_18_01__s7","sample29","hg38",5813,17202,30012,"C5","B6","A1",29,18,1,"SAG_50nM",5297,NA,"filtered"
"29_18_26__s7","sample29","hg38",3559,9559,16415,"C5","B6","C2",29,18,26,"SAG_50nM",5298,"10","c10"
"29_19_68__s7","sample29","hg38",3300,8266,14357,"C5","B7","F8",29,19,68,"SAG_50nM",5299,"10","c10"
"29_20_11__s7","sample29","hg38",4064,11032,19424,"C5","B8","A11",29,20,11,"SAG_50nM",5300,"13","c13"
"29_21_15__s7","sample29","hg38",5510,20205,35454,"C5","B9","B3",29,21,15,"SAG_50nM",5301,"21","ZIC1_ZIC2"
"29_21_71__s7","sample29","hg38",2812,6184,10776,"C5","B9","F11",29,21,71,"SAG_50nM",5302,"13","c13"
"29_23_14__s7","sample29","hg38",3083,7864,13802,"C5","B11","B2",29,23,14,"SAG_50nM",5303,"15","FOXP2_MEIS2"
"29_23_18__s7","sample29","hg38",4872,12889,22629,"C5","B11","B6",29,23,18,"SAG_50nM",5304,"12","FOXP1_MEIS2"
"29_25_02__s7","sample29","hg38",2049,4453,7818,"C5","C1","A2",29,25,2,"SAG_50nM",5305,"7","SIX3_MEIS2"
"29_25_45__s7","sample29","hg38",1681,3598,6299,"C5","C1","D9",29,25,45,"SAG_50nM",5306,NA,"filtered"
"29_26_10__s7","sample29","hg38",3995,11552,19850,"C5","C2","A10",29,26,10,"SAG_50nM",5307,"12","FOXP1_MEIS2"
"29_26_37__s7","sample29","hg38",5783,19820,33008,"C5","C2","D1",29,26,37,"SAG_50nM",5308,"12","FOXP1_MEIS2"
"29_26_61__s7","sample29","hg38",5111,14807,26429,"C5","C2","F1",29,26,61,"SAG_50nM",5309,"12","FOXP1_MEIS2"
"29_29_20__s7","sample29","hg38",1962,3448,6000,"C5","C5","B8",29,29,20,"SAG_50nM",5310,"10","c10"
"29_29_96__s7","sample29","hg38",3797,10761,19040,"C5","C5","H12",29,29,96,"SAG_50nM",5311,"11","PAX6_MEIS2"
"29_30_61__s7","sample29","hg38",1738,3450,6055,"C5","C6","F1",29,30,61,"SAG_50nM",5312,NA,"filtered"
"29_30_79__s7","sample29","hg38",1513,2487,4403,"C5","C6","G7",29,30,79,"SAG_50nM",5313,NA,"filtered"
"29_31_03__s7","sample29","hg38",3936,12142,21074,"C5","C7","A3",29,31,3,"SAG_50nM",5314,"15","FOXP2_MEIS2"
"29_31_24__s7","sample29","hg38",1781,2921,5089,"C5","C7","B12",29,31,24,"SAG_50nM",5315,NA,"filtered"
"29_31_70__s7","sample29","hg38",3006,7548,13057,"C5","C7","F10",29,31,70,"SAG_50nM",5316,"15","FOXP2_MEIS2"
"29_31_96__s7","sample29","hg38",5613,19486,34566,"C5","C7","H12",29,31,96,"SAG_50nM",5317,"10","c10"
"29_33_27__s7","sample29","hg38",5351,20498,35445,"C5","C9","C3",29,33,27,"SAG_50nM",5318,"11","PAX6_MEIS2"
"29_33_30__s7","sample29","hg38",4283,12190,21684,"C5","C9","C6",29,33,30,"SAG_50nM",5319,"7","SIX3_MEIS2"
"29_33_49__s7","sample29","hg38",3894,10071,17690,"C5","C9","E1",29,33,49,"SAG_50nM",5320,"13","c13"
"29_34_56__s7","sample29","hg38",5820,21738,38590,"C5","C10","E8",29,34,56,"SAG_50nM",5321,"15","FOXP2_MEIS2"
"29_34_94__s7","sample29","hg38",4707,13158,23734,"C5","C10","H10",29,34,94,"SAG_50nM",5322,"11","PAX6_MEIS2"
"29_35_03__s7","sample29","hg38",6493,25530,44404,"C5","C11","A3",29,35,3,"SAG_50nM",5323,"11","PAX6_MEIS2"
"29_35_23__s7","sample29","hg38",3508,7709,13274,"C5","C11","B11",29,35,23,"SAG_50nM",5324,"15","FOXP2_MEIS2"
"29_35_54__s7","sample29","hg38",2434,5087,8864,"C5","C11","E6",29,35,54,"SAG_50nM",5325,"7","SIX3_MEIS2"
"29_35_92__s7","sample29","hg38",1904,3537,6263,"C5","C11","H8",29,35,92,"SAG_50nM",5326,"7","SIX3_MEIS2"
"29_36_09__s7","sample29","hg38",3772,9911,17818,"C5","C12","A9",29,36,9,"SAG_50nM",5327,"7","SIX3_MEIS2"
"29_36_35__s7","sample29","hg38",4303,12033,20952,"C5","C12","C11",29,36,35,"SAG_50nM",5328,"11","PAX6_MEIS2"
"29_37_28__s7","sample29","hg38",4755,15743,28366,"C5","D1","C4",29,37,28,"SAG_50nM",5329,NA,"filtered"
"29_37_48__s7","sample29","hg38",3146,7954,14343,"C5","D1","D12",29,37,48,"SAG_50nM",5330,"15","FOXP2_MEIS2"
"29_37_66__s7","sample29","hg38",3089,7004,12751,"C5","D1","F6",29,37,66,"SAG_50nM",5331,"11","PAX6_MEIS2"
"29_38_39__s7","sample29","hg38",4401,15833,27967,"C5","D2","D3",29,38,39,"SAG_50nM",5332,"13","c13"
"29_38_90__s7","sample29","hg38",6462,18974,33847,"C5","D2","H6",29,38,90,"SAG_50nM",5333,NA,"filtered"
"29_39_12__s7","sample29","hg38",3659,10550,18317,"C5","D3","A12",29,39,12,"SAG_50nM",5334,"15","FOXP2_MEIS2"
"29_39_17__s7","sample29","hg38",2567,5634,9752,"C5","D3","B5",29,39,17,"SAG_50nM",5335,"15","FOXP2_MEIS2"
"29_39_57__s7","sample29","hg38",4961,15552,27051,"C5","D3","E9",29,39,57,"SAG_50nM",5336,"11","PAX6_MEIS2"
"29_39_66__s7","sample29","hg38",3795,11148,19401,"C5","D3","F6",29,39,66,"SAG_50nM",5337,"9","MEIS2"
"29_39_93__s7","sample29","hg38",5081,12331,21625,"C5","D3","H9",29,39,93,"SAG_50nM",5338,NA,"filtered"
"29_40_66__s7","sample29","hg38",4345,13400,23972,"C5","D4","F6",29,40,66,"SAG_50nM",5339,"15","FOXP2_MEIS2"
"29_41_33__s7","sample29","hg38",4198,11211,20128,"C5","D5","C9",29,41,33,"SAG_50nM",5340,"7","SIX3_MEIS2"
"29_41_65__s7","sample29","hg38",2359,6007,10684,"C5","D5","F5",29,41,65,"SAG_50nM",5341,"9","MEIS2"
"29_42_33__s7","sample29","hg38",3445,8799,15845,"C5","D6","C9",29,42,33,"SAG_50nM",5342,"7","SIX3_MEIS2"
"29_42_79__s7","sample29","hg38",2639,5375,9753,"C5","D6","G7",29,42,79,"SAG_50nM",5343,"7","SIX3_MEIS2"
"29_43_45__s7","sample29","hg38",3308,7029,12354,"C5","D7","D9",29,43,45,"SAG_50nM",5344,"0","c0"
"29_44_89__s7","sample29","hg38",2326,4954,8605,"C5","D8","H5",29,44,89,"SAG_50nM",5345,"15","FOXP2_MEIS2"
"29_45_13__s7","sample29","hg38",3871,10208,18072,"C5","D9","B1",29,45,13,"SAG_50nM",5346,"10","c10"
"29_46_49__s7","sample29","hg38",5392,19323,33925,"C5","D10","E1",29,46,49,"SAG_50nM",5347,"13","c13"
"29_46_76__s7","sample29","hg38",1750,3007,5214,"C5","D10","G4",29,46,76,"SAG_50nM",5348,NA,"filtered"
"29_47_74__s7","sample29","hg38",2012,4116,7139,"C5","D11","G2",29,47,74,"SAG_50nM",5349,"15","FOXP2_MEIS2"
"29_48_44__s7","sample29","hg38",4744,15578,27159,"C5","D12","D8",29,48,44,"SAG_50nM",5350,"7","SIX3_MEIS2"
"29_48_86__s7","sample29","hg38",2187,5238,9254,"C5","D12","H2",29,48,86,"SAG_50nM",5351,"9","MEIS2"
"29_48_89__s7","sample29","hg38",1876,4150,7161,"C5","D12","H5",29,48,89,"SAG_50nM",5352,"9","MEIS2"
"29_49_06__s7","sample29","hg38",5165,17193,30745,"C5","E1","A6",29,49,6,"SAG_50nM",5353,"12","FOXP1_MEIS2"
"29_49_10__s7","sample29","hg38",1965,4382,7583,"C5","E1","A10",29,49,10,"SAG_50nM",5354,"9","MEIS2"
"29_49_18__s7","sample29","hg38",1970,3488,5948,"C5","E1","B6",29,49,18,"SAG_50nM",5355,"7","SIX3_MEIS2"
"29_49_32__s7","sample29","hg38",3236,8205,14581,"C5","E1","C8",29,49,32,"SAG_50nM",5356,"13","c13"
"29_49_38__s7","sample29","hg38",3706,9895,17465,"C5","E1","D2",29,49,38,"SAG_50nM",5357,"11","PAX6_MEIS2"
"29_49_47__s7","sample29","hg38",3547,9252,16237,"C5","E1","D11",29,49,47,"SAG_50nM",5358,"15","FOXP2_MEIS2"
"29_49_66__s7","sample29","hg38",4229,13335,23690,"C5","E1","F6",29,49,66,"SAG_50nM",5359,"13","c13"
"29_49_67__s7","sample29","hg38",2786,5417,9454,"C5","E1","F7",29,49,67,"SAG_50nM",5360,"10","c10"
"29_49_86__s7","sample29","hg38",4153,10896,19423,"C5","E1","H2",29,49,86,"SAG_50nM",5361,"12","FOXP1_MEIS2"
"29_49_93__s7","sample29","hg38",2059,3764,6581,"C5","E1","H9",29,49,93,"SAG_50nM",5362,"11","PAX6_MEIS2"
"29_50_86__s7","sample29","hg38",3070,6707,11805,"C5","E2","H2",29,50,86,"SAG_50nM",5363,"13","c13"
"29_51_10__s7","sample29","hg38",2600,5787,10055,"C5","E3","A10",29,51,10,"SAG_50nM",5364,"9","MEIS2"
"29_53_58__s7","sample29","hg38",3088,8747,15356,"C5","E5","E10",29,53,58,"SAG_50nM",5365,"15","FOXP2_MEIS2"
"29_54_29__s7","sample29","hg38",4174,12764,22699,"C5","E6","C5",29,54,29,"SAG_50nM",5366,"11","PAX6_MEIS2"
"29_54_58__s7","sample29","hg38",5067,14615,26193,"C5","E6","E10",29,54,58,"SAG_50nM",5367,NA,"filtered"
"29_54_88__s7","sample29","hg38",3984,12009,21598,"C5","E6","H4",29,54,88,"SAG_50nM",5368,"15","FOXP2_MEIS2"
"29_55_16__s7","sample29","hg38",10020,63156,110849,"C5","E7","B4",29,55,16,"SAG_50nM",5369,"11","PAX6_MEIS2"
"29_55_50__s7","sample29","hg38",2176,4496,7870,"C5","E7","E2",29,55,50,"SAG_50nM",5370,"11","PAX6_MEIS2"
"29_55_78__s7","sample29","hg38",2539,5136,9222,"C5","E7","G6",29,55,78,"SAG_50nM",5371,"9","MEIS2"
"29_56_37__s7","sample29","hg38",5209,16923,29731,"C5","E8","D1",29,56,37,"SAG_50nM",5372,"10","c10"
"29_56_47__s7","sample29","hg38",3980,10224,17649,"C5","E8","D11",29,56,47,"SAG_50nM",5373,"11","PAX6_MEIS2"
"29_56_67__s7","sample29","hg38",2861,7622,13215,"C5","E8","F7",29,56,67,"SAG_50nM",5374,"9","MEIS2"
"29_56_92__s7","sample29","hg38",4008,12078,21233,"C5","E8","H8",29,56,92,"SAG_50nM",5375,"20","c20"
"29_57_31__s7","sample29","hg38",4368,13473,23343,"C5","E9","C7",29,57,31,"SAG_50nM",5376,"15","FOXP2_MEIS2"
"29_58_03__s7","sample29","hg38",4474,12845,22320,"C5","E10","A3",29,58,3,"SAG_50nM",5377,"12","FOXP1_MEIS2"
"29_58_91__s7","sample29","hg38",4795,16423,29011,"C5","E10","H7",29,58,91,"SAG_50nM",5378,"13","c13"
"29_58_92__s7","sample29","hg38",2847,6893,12193,"C5","E10","H8",29,58,92,"SAG_50nM",5379,"15","FOXP2_MEIS2"
"29_59_78__s7","sample29","hg38",2166,4924,8632,"C5","E11","G6",29,59,78,"SAG_50nM",5380,"9","MEIS2"
"29_60_37__s7","sample29","hg38",2631,6340,11193,"C5","E12","D1",29,60,37,"SAG_50nM",5381,"15","FOXP2_MEIS2"
"29_62_10__s7","sample29","hg38",2800,6422,10984,"C5","F2","A10",29,62,10,"SAG_50nM",5382,"7","SIX3_MEIS2"
"29_63_48__s7","sample29","hg38",4550,14131,24663,"C5","F3","D12",29,63,48,"SAG_50nM",5383,NA,"filtered"
"29_63_61__s7","sample29","hg38",2195,5140,9026,"C5","F3","F1",29,63,61,"SAG_50nM",5384,"9","MEIS2"
"29_64_37__s7","sample29","hg38",3823,10569,19032,"C5","F4","D1",29,64,37,"SAG_50nM",5385,"2","c2"
"29_64_63__s7","sample29","hg38",2746,5694,10132,"C5","F4","F3",29,64,63,"SAG_50nM",5386,"9","MEIS2"
"29_65_60__s7","sample29","hg38",5772,19453,34997,"C5","F5","E12",29,65,60,"SAG_50nM",5387,"10","c10"
"29_65_77__s7","sample29","hg38",3931,12443,22261,"C5","F5","G5",29,65,77,"SAG_50nM",5388,"11","PAX6_MEIS2"
"29_65_91__s7","sample29","hg38",2673,6069,11130,"C5","F5","H7",29,65,91,"SAG_50nM",5389,"7","SIX3_MEIS2"
"29_65_95__s7","sample29","hg38",5490,21622,39216,"C5","F5","H11",29,65,95,"SAG_50nM",5390,"12","FOXP1_MEIS2"
"29_66_06__s7","sample29","hg38",2735,7410,13636,"C5","F6","A6",29,66,6,"SAG_50nM",5391,"9","MEIS2"
"29_66_30__s7","sample29","hg38",3974,10549,19113,"C5","F6","C6",29,66,30,"SAG_50nM",5392,"15","FOXP2_MEIS2"
"29_66_86__s7","sample29","hg38",5275,18292,33402,"C5","F6","H2",29,66,86,"SAG_50nM",5393,"10","c10"
"29_68_83__s7","sample29","hg38",3513,10168,18169,"C5","F8","G11",29,68,83,"SAG_50nM",5394,"9","MEIS2"
"29_70_82__s7","sample29","hg38",7068,27508,48825,"C5","F10","G10",29,70,82,"SAG_50nM",5395,"19","c19"
"29_70_83__s7","sample29","hg38",5244,16052,28808,"C5","F10","G11",29,70,83,"SAG_50nM",5396,"12","FOXP1_MEIS2"
"29_72_30__s7","sample29","hg38",5063,18258,32475,"C5","F12","C6",29,72,30,"SAG_50nM",5397,NA,"filtered"
"29_72_75__s7","sample29","hg38",3927,13152,23578,"C5","F12","G3",29,72,75,"SAG_50nM",5398,"13","c13"
"29_73_22__s7","sample29","hg38",7533,36003,63118,"C5","G1","B10",29,73,22,"SAG_50nM",5399,"13","c13"
"29_73_27__s7","sample29","hg38",3944,9474,16600,"C5","G1","C3",29,73,27,"SAG_50nM",5400,"15","FOXP2_MEIS2"
"29_73_50__s7","sample29","hg38",3713,10227,18237,"C5","G1","E2",29,73,50,"SAG_50nM",5401,"12","FOXP1_MEIS2"
"29_73_88__s7","sample29","hg38",2779,6605,11641,"C5","G1","H4",29,73,88,"SAG_50nM",5402,"13","c13"
"29_74_19__s7","sample29","hg38",5096,13693,24381,"C5","G2","B7",29,74,19,"SAG_50nM",5403,NA,"filtered"
"29_74_28__s7","sample29","hg38",4777,15876,27691,"C5","G2","C4",29,74,28,"SAG_50nM",5404,"10","c10"
"29_74_48__s7","sample29","hg38",3204,8412,14742,"C5","G2","D12",29,74,48,"SAG_50nM",5405,"11","PAX6_MEIS2"
"29_75_49__s7","sample29","hg38",3460,9539,16976,"C5","G3","E1",29,75,49,"SAG_50nM",5406,"15","FOXP2_MEIS2"
"29_78_09__s7","sample29","hg38",3355,7438,13557,"C5","G6","A9",29,78,9,"SAG_50nM",5407,"15","FOXP2_MEIS2"
"29_78_54__s7","sample29","hg38",4921,12885,22755,"C5","G6","E6",29,78,54,"SAG_50nM",5408,"18","c18"
"29_79_19__s7","sample29","hg38",3674,10094,18150,"C5","G7","B7",29,79,19,"SAG_50nM",5409,"11","PAX6_MEIS2"
"29_80_50__s7","sample29","hg38",3978,9920,17917,"C5","G8","E2",29,80,50,"SAG_50nM",5410,"7","SIX3_MEIS2"
"29_81_53__s7","sample29","hg38",2674,5469,9683,"C5","G9","E5",29,81,53,"SAG_50nM",5411,"15","FOXP2_MEIS2"
"29_82_84__s7","sample29","hg38",2335,4807,8548,"C5","G10","G12",29,82,84,"SAG_50nM",5412,"7","SIX3_MEIS2"
"29_83_40__s7","sample29","hg38",1669,3113,5480,"C5","G11","D4",29,83,40,"SAG_50nM",5413,NA,"filtered"
"29_83_91__s7","sample29","hg38",2075,4279,7494,"C5","G11","H7",29,83,91,"SAG_50nM",5414,"11","PAX6_MEIS2"
"29_85_10__s7","sample29","hg38",4132,10113,17613,"C5","H1","A10",29,85,10,"SAG_50nM",5415,"15","FOXP2_MEIS2"
"29_85_34__s7","sample29","hg38",3235,8414,14589,"C5","H1","C10",29,85,34,"SAG_50nM",5416,"12","FOXP1_MEIS2"
"29_85_54__s7","sample29","hg38",4746,13785,23904,"C5","H1","E6",29,85,54,"SAG_50nM",5417,"21","ZIC1_ZIC2"
"29_86_22__s7","sample29","hg38",3327,9163,16163,"C5","H2","B10",29,86,22,"SAG_50nM",5418,"13","c13"
"29_86_45__s7","sample29","hg38",1837,3532,6153,"C5","H2","D9",29,86,45,"SAG_50nM",5419,"9","MEIS2"
"29_86_69__s7","sample29","hg38",4123,10875,19397,"C5","H2","F9",29,86,69,"SAG_50nM",5420,"12","FOXP1_MEIS2"
"29_87_05__s7","sample29","hg38",6696,29671,51633,"C5","H3","A5",29,87,5,"SAG_50nM",5421,"11","PAX6_MEIS2"
"29_87_91__s7","sample29","hg38",3558,9345,16594,"C5","H3","H7",29,87,91,"SAG_50nM",5422,"7","SIX3_MEIS2"
"29_88_79__s7","sample29","hg38",2478,6430,11411,"C5","H4","G7",29,88,79,"SAG_50nM",5423,"9","MEIS2"
"29_89_18__s7","sample29","hg38",2489,5659,10005,"C5","H5","B6",29,89,18,"SAG_50nM",5424,"15","FOXP2_MEIS2"
"29_89_23__s7","sample29","hg38",2614,6671,11812,"C5","H5","B11",29,89,23,"SAG_50nM",5425,"9","MEIS2"
"29_89_43__s7","sample29","hg38",4021,11746,20868,"C5","H5","D7",29,89,43,"SAG_50nM",5426,"13","c13"
"29_89_80__s7","sample29","hg38",4282,12458,22286,"C5","H5","G8",29,89,80,"SAG_50nM",5427,"10","c10"
"29_90_12__s7","sample29","hg38",2338,4802,8731,"C5","H6","A12",29,90,12,"SAG_50nM",5428,"9","MEIS2"
"29_90_38__s7","sample29","hg38",3459,10832,20078,"C5","H6","D2",29,90,38,"SAG_50nM",5429,"10","c10"
"29_90_39__s7","sample29","hg38",3785,9950,17996,"C5","H6","D3",29,90,39,"SAG_50nM",5430,"10","c10"
"29_90_65__s7","sample29","hg38",1974,4193,7601,"C5","H6","F5",29,90,65,"SAG_50nM",5431,"9","MEIS2"
"29_90_93__s7","sample29","hg38",3056,7895,14495,"C5","H6","H9",29,90,93,"SAG_50nM",5432,"12","FOXP1_MEIS2"
"29_92_02__s7","sample29","hg38",2017,4391,7653,"C5","H8","A2",29,92,2,"SAG_50nM",5433,"12","FOXP1_MEIS2"
"29_92_93__s7","sample29","hg38",1939,4409,7825,"C5","H8","H9",29,92,93,"SAG_50nM",5434,"15","FOXP2_MEIS2"
"29_93_91__s7","sample29","hg38",4251,12038,21358,"C5","H9","H7",29,93,91,"SAG_50nM",5435,"10","c10"
"29_94_14__s7","sample29","hg38",4133,11810,21089,"C5","H10","B2",29,94,14,"SAG_50nM",5436,"12","FOXP1_MEIS2"
"29_95_40__s7","sample29","hg38",2020,3359,6027,"C5","H11","D4",29,95,40,"SAG_50nM",5437,"7","SIX3_MEIS2"
"29_95_55__s7","sample29","hg38",4255,14154,25202,"C5","H11","E7",29,95,55,"SAG_50nM",5438,"9","MEIS2"
"29_95_71__s7","sample29","hg38",3448,7907,14027,"C5","H11","F11",29,95,71,"SAG_50nM",5439,"10","c10"
"22_01_14__s8","sample22","hg38",2427,6531,11235,"B10","A1","B2",22,1,14,"SAG_1uM",5440,"1","MAF_NKX2-1"
"22_01_93__s8","sample22","hg38",5212,17164,29232,"B10","A1","H9",22,1,93,"SAG_1uM",5441,"3","TAC3_NKX2-1"
"22_02_13__s8","sample22","hg38",5692,21158,36331,"B10","A2","B1",22,2,13,"SAG_1uM",5442,NA,"filtered"
"22_02_52__s8","sample22","hg38",5765,22485,38508,"B10","A2","E4",22,2,52,"SAG_1uM",5443,NA,"filtered"
"22_02_59__s8","sample22","hg38",4422,15705,26708,"B10","A2","E11",22,2,59,"SAG_1uM",5444,"8","LHX8_NKX2-1"
"22_02_71__s8","sample22","hg38",6349,25984,43909,"B10","A2","F11",22,2,71,"SAG_1uM",5445,NA,"filtered"
"22_02_89__s8","sample22","hg38",4186,10448,17765,"B10","A2","H5",22,2,89,"SAG_1uM",5446,"0","c0"
"22_03_83__s8","sample22","hg38",2039,5011,8566,"B10","A3","G11",22,3,83,"SAG_1uM",5447,"4","SST_NKX2-1"
"22_04_14__s8","sample22","hg38",10277,78740,136133,"B10","A4","B2",22,4,14,"SAG_1uM",5448,"14","c14"
"22_05_57__s8","sample22","hg38",3185,8905,15060,"B10","A5","E9",22,5,57,"SAG_1uM",5449,"1","MAF_NKX2-1"
"22_05_69__s8","sample22","hg38",12924,163683,278048,"B10","A5","F9",22,5,69,"SAG_1uM",5450,NA,"filtered"
"22_05_92__s8","sample22","hg38",5191,16282,27737,"B10","A5","H8",22,5,92,"SAG_1uM",5451,NA,"filtered"
"22_06_01__s8","sample22","hg38",4422,14341,24327,"B10","A6","A1",22,6,1,"SAG_1uM",5452,"3","TAC3_NKX2-1"
"22_06_15__s8","sample22","hg38",5703,18911,32560,"B10","A6","B3",22,6,15,"SAG_1uM",5453,NA,"filtered"
"22_06_19__s8","sample22","hg38",3368,9289,15888,"B10","A6","B7",22,6,19,"SAG_1uM",5454,"6","MAF_NKX2-1"
"22_07_42__s8","sample22","hg38",5237,16692,28470,"B10","A7","D6",22,7,42,"SAG_1uM",5455,"0","c0"
